llparte,CodAcc2,aaaa,mes,dia,dia_mes,hora,horarecode,Ncod_canton,Ncod_distrito,NX_WGS84,NY_WGS84,lugar_hechos,Total_Involucrados,dano_ileso_sum,dano_leve_sum,dano_grave_sum,dano_muerto_sum
2014-241600236,Colisión con motocicleta,2014,Setiembre,Lunes,22,18,18:00-23:59,Heredia,Heredia,-84.11119,9.990839997,Heredia-Heredia-Heredia 200MTS SUR DE UNIVERSIDAD HISPANOAMERICANA,2,1,1,0,0
2014-246000261,Colisión con motocicleta,2014,Setiembre,Martes,16,18,18:00-23:59,Heredia,Mercedes,-84.13196167,10.007145,Heredia-Heredia-Mercedes DEL TEMPLO CATOLICO 150 METROS AL OESTE ESQUINA DEL SU,1,0,1,0,0
2014-249500199,Colisión con motocicleta,2014,Setiembre,Miércoles,17,7,06:00-11:59,Heredia,San Francisco,-84.13162,9.99622,Heredia-Heredia-San Francisco FRENTE ESCUELA SAN FRANCISCO,2,1,0,1,0
2014-249500206,Colisión con motocicleta,2014,Setiembre,Jueves,25,15,12:00-17:59,Heredia,San Francisco,-84.110875,9.978811671,Heredia-Heredia-San Francisco DE PRICEMART 300M SUR FRENTE QUALITY MOTORS,3,2,1,0,0
2014-249500208,Colisión con motocicleta,2014,Setiembre,Jueves,25,18,18:00-23:59,Heredia,San Francisco,-84.12691833,9.994738338,Heredia-Heredia-San Francisco 150M ESTE DE ESQUINA SURESTE DE WALMART,3,1,1,1,0
2014-315300103,Colisión con motocicleta,2014,Setiembre,Viernes,26,19,18:00-23:59,Heredia,San Francisco,-84.143275,9.998173333,Heredia-Heredia-San Francisco RUTA 3 FRENTE POLLLO A LA LEÑA EL CARBONCITO,2,1,1,0,0
2014-4100581,Colisión con motocicleta,2014,Setiembre,Viernes,26,19,18:00-23:59,Heredia,San Francisco,-84.14220387,9.991479659,San José-Montes de Oca-San Pedro 50 ESTE  U FIDELITAS,3,2,1,0,0
2014-57300085,Colisión con motocicleta,2014,Setiembre,Martes,16,23,18:00-23:59,Heredia,San Francisco,-84.11338667,9.973058334,Heredia-Heredia-San Francisco Ruta#3 - Cruce Los Lagos diagonal al Liceo Los Lag,2,1,1,0,0
2014-57300090,Colisión con motocicleta,2014,Setiembre,Viernes,26,0,00:00-05:59,Heredia,Ulloa,-84.12692167,9.989758333,Heredia-Heredia-San Francisco Frente al SuperMercado AM-PM,2,1,1,0,0
2014-64200071,Colisión con motocicleta,2014,Setiembre,Sábado,6,12,12:00-17:59,Heredia,San Francisco,-84.15182667,9.990229999,Heredia-Heredia-San Francisco La Aurora costado Sur del Pali,2,1,1,0,0
2014-92000174,Colisión con motocicleta,2014,Setiembre,Sábado,20,9,06:00-11:59,Heredia,San Francisco,-84.13874667,9.991233334,Heredia-Heredia-San Francisco FRENTE A LA MUSMANI SANA CECILIA COSTADO NORTE,3,2,1,0,0
2014-96000241,Colisión con motocicleta,2014,Setiembre,Martes,16,6,06:00-11:59,Heredia,Heredia,-84.11585,9.998759998,Heredia-Heredia-Heredia Esquina Nor-Este Parroquia,2,1,1,0,0
2015-10000112,Colisión con motocicleta,2015,Abril,Sábado,4,15,12:00-17:59,Heredia,Heredia,-84.11415282,10.0002601,Heredia-Heredia-Heredia AV 3 CALLE 5,3,1,2,0,0
2015-10000128,Colisión con motocicleta,2015,Abril,Jueves,16,8,06:00-11:59,Heredia,Heredia,-84.12350961,9.993543458,Heredia-Heredia-Heredia AV 14 CALLE 16,2,1,1,0,0
2015-235000125,Colisión con motocicleta,2015,Abril,Miércoles,15,20,18:00-23:59,Heredia,San Francisco,-84.11151667,9.976901667,Heredia-Heredia-San Francisco DE PEQUEÑO MUNDO  25 MTS SUR,4,3,1,0,0
2015-236400117,Colisión con motocicleta,2015,Abril,Miércoles,22,11,06:00-11:59,Heredia,Heredia,-84.11680833,10.00049333,Heredia-Heredia-Heredia cruce calle 0avenida 3,2,1,0,1,0
2015-236400124,Colisión con motocicleta,2015,Abril,Miércoles,29,14,12:00-17:59,Heredia,Heredia,-84.12040167,9.990563334,Heredia-Heredia-Heredia costado este hospital San Vicente de Paul frente a entr,2,1,1,0,0
2015-238800059,Colisión con motocicleta,2015,Abril,Viernes,3,23,18:00-23:59,Heredia,Heredia,-84.11394167,10.00194,"Heredia-Heredia-Heredia AVENIDA 11, CALLE 5.",2,1,1,0,0
2015-238800075,Colisión con motocicleta,2015,Abril,Sábado,25,5,00:00-05:59,Heredia,San Francisco,-84.11144333,9.977091667,Heredia-Heredia-San Francisco RUTA 3 FRENTE PEQUEÑO MUNDO,3,1,2,0,0
2015-241600096,Colisión con motocicleta,2015,Abril,Viernes,17,17,12:00-17:59,Heredia,San Francisco,-84.12975833,9.995908334,Heredia-Heredia-San Francisco RUTA 3FRENTE A MC DONALDS,2,1,1,0,0
2015-241600104,Colisión con motocicleta,2015,Abril,Jueves,23,6,06:00-11:59,Heredia,Ulloa,-84.15671333,9.982786667,Heredia-Heredia-Ulloa FRENTE A BOMBA 1,2,1,1,0,0
2015-241600107,Colisión con motocicleta,2015,Abril,Jueves,23,11,06:00-11:59,Heredia,Ulloa,-84.11364833,9.968563334,Heredia-Heredia-Ulloa FRENTE A TORRE DEL LOBO RUTA 3,2,1,1,0,0
2015-249500050,Colisión con motocicleta,2015,Abril,Jueves,16,22,18:00-23:59,Heredia,San Francisco,-84.13443889,9.993538889,Heredia-Heredia-San Francisco DE PRICESMART 300M SUR FRENTE INDUSTRIA MACA,2,1,1,0,0
2015-253000064,Colisión con motocicleta,2015,Abril,Domingo,26,15,12:00-17:59,Heredia,Mercedes,-84.13172667,10.01287667,Heredia-Heredia-Mercedes DEL COLEGIO CLARETIANO 700 METROS AL NORTE,3,1,2,0,0
2015-315300116,Colisión con motocicleta,2015,Abril,Lunes,13,8,06:00-11:59,Heredia,Heredia,-84.12366,9.998646667,Heredia-Heredia-Heredia DIAGONAL A BOMBEROS DE HEREDIA,2,1,1,0,0
2015-315300128,Colisión con motocicleta,2015,Abril,Lunes,20,15,12:00-17:59,Heredia,Heredia,-84.12344333,9.99865,Heredia-Heredia-Heredia DIAGONAL A BOMBEROS DE HEREDIA,2,1,1,0,0
2015-315300130,Colisión con motocicleta,2015,Abril,Lunes,20,17,12:00-17:59,Heredia,Heredia,-84.11993167,9.998306666,Heredia-Heredia-Heredia FRENTE BANCO CITI,2,1,1,0,0
2015-316900137,Colisión con motocicleta,2015,Abril,Viernes,17,18,18:00-23:59,Heredia,Ulloa,-84.12107667,9.98437,Heredia-Heredia-Ulloa PUENTE LAS CLOACAS,2,1,1,0,0
2015-43900109,Colisión con motocicleta,2015,Abril,Sábado,18,21,18:00-23:59,Heredia,San Francisco,-84.13464167,9.991733333,Heredia-Heredia-San Francisco FRENTE A BAR LA DEPORTIVA,2,1,1,0,0
2015-54300095,Colisión con motocicleta,2015,Abril,Viernes,10,15,12:00-17:59,Heredia,Ulloa,-84.15606389,9.977402778,Heredia-Heredia-Ulloa Ruta 1 frente a Hotel Doublr Tree Alajuela San Jose,2,1,1,0,0
2015-57300055,Colisión con motocicleta,2015,Abril,Jueves,9,20,18:00-23:59,Heredia,Ulloa,-84.1125,9.964948333,Heredia-Heredia-Ulloa DE LA PEUGEOT 150 AL SUR,2,1,1,0,0
2015-57300062,Colisión con motocicleta,2015,Abril,Viernes,17,13,12:00-17:59,Heredia,Ulloa,-84.15124,9.987948334,Heredia-Heredia-Ulloa Diagonal al Parque Central de la Aurora,2,1,1,0,0
2015-75800001,Colisión con motocicleta,2015,Abril,Miércoles,15,21,18:00-23:59,Heredia,Heredia,-84.11241111,9.996427778,Heredia-Heredia-Heredia ruta 3 frente a mc donald,2,1,1,0,0
2015-96000102,Colisión con motocicleta,2015,Abril,Miércoles,1,11,06:00-11:59,Heredia,Ulloa,-84.120075,9.967096667,Heredia-Heredia-Ulloa Frente a Iglesia Catolica Lagunilla,3,1,2,0,0
4000-0206924,Colisión con motocicleta,2015,Abril,Domingo,12,22,18:00-23:59,Heredia,San Francisco,-84.111438,9.990445,RUTA 3 COST ESTE C A SITA CHICHARRON,2,1,1,0,0
4000-0206952,Colisión con motocicleta,2015,Abril,Miércoles,8,10,06:00-11:59,Heredia,Ulloa,-84.140807,9.974767,FRENT ESCUELA BARREAL,2,1,1,0,0
4000-0220255,Colisión con motocicleta,2015,Abril,Sábado,18,13,12:00-17:59,Heredia,San Francisco,-84.138726,9.997197,RUTA 3 FRENT QUIROPRACTICO,2,1,1,0,0
4000-100052,Colisión con motocicleta,2014,Abril,Martes,29,19,18:00-23:59,Heredia,Ulloa,-84.12049164,9.967440191,LAGUNILLA FRENTE AM PM,2,1,1,0,0
4000-142180,Colisión con motocicleta,2014,Abril,Lunes,21,17,12:00-17:59,Heredia,Heredia,-84.1168,10.00305,AV 9 CALL 0,2,1,1,0,0
4000-206912,Colisión con motocicleta,2015,Abril,Lunes,13,17,12:00-17:59,Heredia,Heredia,-84.120967,9.993302,AV 14 CALL 10,2,1,1,0,0
4000-206913,Colisión con motocicleta,2015,Abril,Lunes,13,20,18:00-23:59,Heredia,San Francisco,-84.12992,9.993735,FRENT SERVICENTRO NASA,2,1,1,0,0
4000-220304,Colisión con motocicleta,2015,Abril,Jueves,30,23,18:00-23:59,Heredia,San Francisco,-84.1311,9.99622,RUTA 3 DIAGONAL ESCUELA SN FCO,4,3,1,0,0
2015-10000244,Colisión con motocicleta,2015,Agosto,Jueves,20,10,06:00-11:59,Heredia,Heredia,-84.1114,9.990623334,Heredia-Heredia-Heredia RUTA 3 FRENTE CASITA DEL CHICHARRON,2,1,1,0,0
2015-10000248,Colisión con motocicleta,2015,Agosto,Lunes,24,14,12:00-17:59,Heredia,Heredia,-84.12433667,9.996983333,Heredia-Heredia-Heredia COSTADO OESTE  BOMBA EL CRISTO,2,1,1,0,0
2015-213200170,Colisión con motocicleta,2015,Agosto,Lunes,3,15,12:00-17:59,Heredia,Ulloa,-84.132697,9.969397001,Heredia-Heredia-Ulloa frente a residencial Onix o frente cementerio Barreal de,2,1,0,1,0
2015-213200183,Colisión con motocicleta,2015,Agosto,Miércoles,19,6,06:00-11:59,Heredia,Heredia,-84.11508167,9.999555,Heredia-Heredia-Heredia esquina noreste del liceo de HEREDIA,4,2,2,0,0
2015-222600205,Colisión con motocicleta,2015,Agosto,Martes,25,11,06:00-11:59,Heredia,Heredia,-84.112496,10.003452,Heredia-Heredia-Heredia Fte a Bufalos,2,1,1,0,0
2015-233900078,Colisión con motocicleta,2015,Agosto,Miércoles,26,6,06:00-11:59,Heredia,San Francisco,-84.109686,9.981366999,Heredia-Heredia-Ulloa SOBRE LA RUTA 3 150MTS SUR DE PRICEMART,2,1,1,0,0
2015-234800225,Colisión con motocicleta,2015,Agosto,Domingo,2,18,18:00-23:59,Heredia,Heredia,-84.111604,9.991417001,Heredia-Heredia-Heredia CRUCE DE PIRRO,2,1,1,0,0
2015-234800247,Colisión con motocicleta,2015,Agosto,Miércoles,19,19,18:00-23:59,Heredia,San Francisco,-84.109825,9.985655,Heredia-Heredia-San Francisco ENTRADA  ESTE A MALL PASEO DE LAS FLORES,2,0,2,0,0
2015-236400213,Colisión con motocicleta,2015,Agosto,Viernes,14,20,18:00-23:59,Heredia,Mercedes,-84.13385667,9.996631666,Heredia-Heredia-Mercedes Ruta 3  frente a Dental Design,2,1,1,0,0
2015-236400216,Colisión con motocicleta,2015,Agosto,Domingo,23,16,12:00-17:59,Heredia,Heredia,-84.11939333,9.99744,Heredia-Heredia-Heredia costado oeste Joyería Eloga,5,3,2,0,0
2015-237400195,Colisión con motocicleta,2015,Agosto,Miércoles,19,16,12:00-17:59,Heredia,Heredia,-84.12093115,9.998386893,Heredia-Heredia-Heredia CALLE 10 AVENIDA 2,2,1,1,0,0
2015-241600246,Colisión con motocicleta,2015,Agosto,Lunes,10,8,06:00-11:59,Heredia,San Francisco,-84.11259833,9.974423333,Heredia-Heredia-San Francisco RUTA 3 FRENTE A MABE,2,1,1,0,0
2015-241600261,Colisión con motocicleta,2015,Agosto,Lunes,24,8,06:00-11:59,Heredia,San Francisco,-84.143515,9.998395,Heredia-Heredia-San Francisco RUTA 3 FRENTE A HERRAMIENTAS OSHIVI,2,1,1,0,0
2015-246000243,Colisión con motocicleta,2015,Agosto,Domingo,23,20,18:00-23:59,Heredia,San Francisco,-84.147165,9.992366667,Heredia-Heredia-San Francisco DE LA ENTREDA DE LA URBANIZACION ARIES 125 METROS,2,1,1,0,0
2015-248100025,Colisión con motocicleta,2015,Agosto,Viernes,7,7,06:00-11:59,Heredia,Mercedes,-84.12217826,10.01428305,Heredia-San Rafael-San Josecito Barrio Lotes Peralta Contiguo a Pollo Cevichero,2,1,1,0,0
2015-314800124,Colisión con motocicleta,2015,Agosto,Domingo,16,17,12:00-17:59,Heredia,San Francisco,-84.126915,9.989951667,Heredia-Heredia-San Francisco frente al am pm de liliana.,3,2,1,0,0
2015-315300234,Colisión con motocicleta,2015,Agosto,Lunes,3,7,06:00-11:59,Heredia,Ulloa,-84.12094667,9.98792,Heredia-Heredia-Ulloa DE LA ESQUINA SURESTE DEL HOSPITAL NUEVO 50 MTS AL SUR O,2,1,1,0,0
2015-316900277,Colisión con motocicleta,2015,Agosto,Viernes,14,17,12:00-17:59,Heredia,San Francisco,-84.11141167,9.977118333,Heredia-Heredia-San Francisco DIAGONAL A PEQUEÑO MUNDO,3,1,2,0,0
2015-316900281,Colisión con motocicleta,2015,Agosto,Lunes,17,19,18:00-23:59,Heredia,San Francisco,-84.10943333,9.985125,Heredia-Heredia-San Francisco FRENTE A LA U LATINA,2,1,1,0,0
2015-316900283,Colisión con motocicleta,2015,Agosto,Martes,18,18,18:00-23:59,Heredia,Heredia,-84.11693833,10.00555333,Heredia-Heredia-Heredia DIAGONAL A AUTO MERCADO BARVA,3,1,2,0,0
2015-54300205,Colisión con motocicleta,2015,Agosto,Martes,25,9,06:00-11:59,Heredia,Ulloa,-84.15542333,9.976846667,Heredia-Heredia-Ulloa 100 sur entrada aHotel Double Tree sentido alajuela San J,2,1,1,0,0
2015-57800073,Colisión con motocicleta,2015,Agosto,Jueves,13,0,00:00-05:59,Heredia,Ulloa,-84.116248,9.966123,Heredia-Heredia-Ulloa LAGUNILLA AMAZON 50 OESTE,2,1,1,0,0
2015-57800080,Colisión con motocicleta,2015,Agosto,Martes,18,23,18:00-23:59,Heredia,Heredia,-84.115871,9.996218,Heredia-Heredia-Heredia CALLE UNO AVENIDA SEIS DIAGONAL BANCO COSTA RICA,1,0,1,0,0
2015-75800126,Colisión con motocicleta,2015,Agosto,Miércoles,5,11,06:00-11:59,Heredia,Heredia,-84.121807,10.00048,Heredia-Heredia-Heredia frente clinica ccss,2,1,1,0,0
2015-75800137,Colisión con motocicleta,2015,Agosto,Viernes,14,19,18:00-23:59,Heredia,Ulloa,-84.159593,9.979077,Heredia-Belén-Asuncion 100 sur hotel herradura,3,0,3,0,0
2015-75800149,Colisión con motocicleta,2015,Agosto,Domingo,23,20,18:00-23:59,Heredia,Ulloa,-84.15291902,9.987368408,Heredia-Heredia-San Francisco la aurora frente zona franca ultra park,2,1,1,0,0
4000-165463,Colisión con motocicleta,2015,Agosto,Lunes,17,22,18:00-23:59,Heredia,San Francisco,-84.1348,9.9918,HEREDIA SAN FCO FTE BAR LA DEPORTIVA,3,2,0,1,0
2015-10000369,Colisión con motocicleta,2015,Diciembre,Miércoles,2,6,06:00-11:59,Heredia,Ulloa,-84.15213333,9.987661667,Heredia-Heredia-Ulloa LA AURORA  SALIDA ULTRA PARKSALIDA 2,3,1,2,0,0
2015-10000382,Colisión con motocicleta,2015,Diciembre,Miércoles,9,20,18:00-23:59,Heredia,Ulloa,-84.11374833,9.968691667,Heredia-Heredia-Ulloa RUTA 3 TORRE LOBO,2,1,1,0,0
2015-10000391,Colisión con motocicleta,2015,Diciembre,Sábado,12,18,18:00-23:59,Heredia,Mercedes,-84.13895333,9.997431667,Heredia-Heredia-Mercedes RUTA 3 ENTRADA TIENDA ALICE,2,1,1,0,0
2015-10000395,Colisión con motocicleta,2015,Diciembre,Viernes,18,7,06:00-11:59,Heredia,San Francisco,-84.11231167,9.974786666,Heredia-Heredia-San Francisco RUTA 3 FRENTE MABE,3,2,1,0,0
2015-15000082,Colisión con motocicleta,2015,Diciembre,Viernes,18,10,06:00-11:59,Heredia,San Francisco,-84.12715824,9.996145579,Heredia-Heredia-San Francisco Costado  Sur de Walmart 150 Este,2,1,1,0,0
2015-222600260,Colisión con motocicleta,2015,Diciembre,Sábado,5,10,06:00-11:59,Heredia,Heredia,-84.115175,9.996531666,Heredia-Heredia-Heredia,2,1,1,0,0
2015-222600264,Colisión con motocicleta,2015,Diciembre,Martes,8,15,12:00-17:59,Heredia,Heredia,-84.11847333,9.996243333,Heredia-Heredia-Heredia Centro Av 4 y 6 calle 4 fte Pequeñuelos,2,1,1,0,0
2015-222600285,Colisión con motocicleta,2015,Diciembre,Miércoles,23,21,18:00-23:59,Heredia,San Francisco,-84.11004619,9.986095095,"Heredia-Heredia-San Francisco Costado Norte Paseo de Las Flores, fte. Veinsa Mot",2,1,1,0,0
2015-233100393,Colisión con motocicleta,2015,Diciembre,Jueves,10,18,18:00-23:59,Heredia,San Francisco,-84.13876824,9.997205998,Heredia-Heredia-San Francisco costado sur del quiropractico,3,2,1,0,0
2015-233900171,Colisión con motocicleta,2015,Diciembre,Lunes,14,14,12:00-17:59,Heredia,Heredia,-84.12298701,9.992581008,Heredia-Heredia-Heredia DEL COLEGIO  MANUEL BENAVIDES  50MTS ESTE,2,1,1,0,0
2015-234800379,Colisión con motocicleta,2015,Diciembre,Sábado,5,9,06:00-11:59,Heredia,San Francisco,-84.1282721,9.996056498,Heredia-Heredia-San Francisco RUTA TRES CRUCE DE LA IGLESIA CATÓLICA,2,1,1,0,0
2015-234800392,Colisión con motocicleta,2015,Diciembre,Martes,15,6,06:00-11:59,Heredia,Heredia,-84.11676234,10.00135646,Heredia-Heredia-Heredia AVENIDA 5 CALLE 0,2,1,1,0,0
2015-234800396,Colisión con motocicleta,2015,Diciembre,Miércoles,16,8,06:00-11:59,Heredia,Heredia,-84.11415948,10.001134,Heredia-Heredia-Heredia AVENIDA 5 CALLE 5,2,1,1,0,0
2015-234800408,Colisión con motocicleta,2015,Diciembre,Martes,22,21,18:00-23:59,Heredia,Mercedes,-84.1321411,10.00874195,Heredia-Heredia-Mercedes FRENTE A URBANIZACIÓN ENTRADA AMARANTO,2,1,1,0,0
2015-234800417,Colisión con motocicleta,2015,Diciembre,Jueves,31,7,06:00-11:59,Heredia,San Francisco,-84.13183273,9.996222313,Heredia-Heredia-San Francisco FRENTE A LA ESCUELA DE SAN FRANCISCO,2,1,1,0,0
2015-236400401,Colisión con motocicleta,2015,Diciembre,Martes,15,19,18:00-23:59,Heredia,Ulloa,-84.13550167,9.97111,Heredia-Heredia-Ulloa entrada a la Renault,2,1,1,0,0
2015-237400276,Colisión con motocicleta,2015,Diciembre,Viernes,11,17,12:00-17:59,Heredia,San Francisco,-84.12685305,9.996181443,Heredia-Heredia-Heredia FRENTE A CARLOS JUNIOR--RUTA 3,1,0,1,0,0
2015-237400282,Colisión con motocicleta,2015,Diciembre,Martes,29,8,06:00-11:59,Heredia,Heredia,-84.12013165,9.995779003,Heredia-Heredia-Heredia COSTADO SUR DE  PARQUE LOS ANGELES CALLE 8 AVENIDA 8,3,2,1,0,0
2015-238800200,Colisión con motocicleta,2015,Diciembre,Miércoles,23,0,00:00-05:59,Heredia,San Francisco,-84.11383833,9.989063334,Heredia-Heredia-San Francisco MATERIALES ZETA 200MTS OESTE,2,1,1,0,0
2015-241700353,Colisión con motocicleta,2015,Diciembre,Jueves,17,16,12:00-17:59,Heredia,Ulloa,-84.139195,9.969935,Heredia-Heredia-Ulloa SENTIDO ALAJUELA SAN JOSE DEL CASTELLA 100 METROS OESTE,2,1,0,1,0
2015-244100349,Colisión con motocicleta,2015,Diciembre,Martes,8,8,06:00-11:59,Heredia,San Francisco,-84.15286667,9.989701667,Heredia-Heredia-San Francisco 400M OESTE DE PALI LA AURORA,2,1,1,0,0
2015-244100354,Colisión con motocicleta,2015,Diciembre,Viernes,11,6,06:00-11:59,Heredia,San Francisco,-84.119215,9.980356667,Heredia-Heredia-San Francisco GUARARI DE LA CLINICA 100M OESTE Y 200 NORTE,2,1,1,0,0
2015-244100360,Colisión con motocicleta,2015,Diciembre,Viernes,18,18,18:00-23:59,Heredia,Ulloa,-84.117765,9.967316666,Heredia-Heredia-Ulloa FRENTE A COCORISA,2,1,1,0,0
2015-246000369,Colisión con motocicleta,2015,Diciembre,Martes,1,9,06:00-11:59,Heredia,Ulloa,-84.11280503,9.966007222,Heredia-Heredia-Heredia RUTA 3 DE LOS TANQUES DE A Y A DE JARDINES DEL RECUERDO,1,0,1,0,0
2015-254200344,Colisión con motocicleta,2015,Diciembre,Lunes,14,9,06:00-11:59,Heredia,Ulloa,-84.13507167,9.967478333,Heredia-Heredia-Ulloa 75 METROS OESTE DE EL PUENTE SOBRE EL RIO VIRILLA SENTIDO,2,1,1,0,0
2015-314800259,Colisión con motocicleta,2015,Diciembre,Sábado,19,16,12:00-17:59,Heredia,San Francisco,-84.10942167,9.98495,Heredia-Heredia-San Francisco frente a la universidad Latina.,2,1,1,0,0
2015-316900375,Colisión con motocicleta,2015,Diciembre,Jueves,3,14,12:00-17:59,Heredia,Heredia,-84.11904333,9.997735,Heredia-Heredia-Heredia FRENTE A MUTUAL ALAJUELA,2,1,1,0,0
2015-43500157,Colisión con motocicleta,2015,Diciembre,Domingo,13,1,00:00-05:59,Heredia,Mercedes,-84.124555,10.00630333,Heredia-Heredia-Mercedes,2,1,1,0,0
2015-43500161,Colisión con motocicleta,2015,Diciembre,Domingo,20,4,00:00-05:59,Heredia,Heredia,-84.11366833,9.99671,Heredia-Heredia-Heredia,2,0,2,0,0
2015-43500164,Colisión con motocicleta,2015,Diciembre,Jueves,24,23,18:00-23:59,Heredia,Heredia,-84.12114667,9.997598333,Heredia-Heredia-Heredia DIAGONAL AL BAR MULO AV 4 CALLE 10,2,1,1,0,0
2015-43900328,Colisión con motocicleta,2015,Diciembre,Miércoles,30,19,18:00-23:59,Heredia,San Francisco,-84.13607998,9.991592141,Heredia-Heredia-San Francisco 100 OESTE BAR LA DEPORTIVA,3,2,1,0,0
2015-57300091,Colisión con motocicleta,2015,Diciembre,Viernes,4,0,00:00-05:59,Heredia,San Francisco,-84.1386303,9.99717387,Heredia-Heredia-San Francisco La Palma diagonal al Quiropráctico,2,1,1,0,0
2015-75800234,Colisión con motocicleta,2015,Diciembre,Jueves,3,10,06:00-11:59,Heredia,San Francisco,-84.12851188,9.996066501,Heredia-Heredia-San Francisco frente walmart ruta 3,2,1,1,0,0
2015-90100392,Colisión con motocicleta,2015,Diciembre,Viernes,11,12,12:00-17:59,Heredia,Ulloa,-84.13738833,9.968813333,Heredia-Heredia-Ulloa 50 este cruce castella RUTA 1,2,1,1,0,0
2015-96000396,Colisión con motocicleta,2015,Diciembre,Viernes,11,7,06:00-11:59,Heredia,Mercedes,-84.12133667,10.01373167,Heredia-Barva-Santa Lucia Mc Donals 100 Sur,2,1,1,0,0
4000-220572,Colisión con motocicleta,2015,Diciembre,Miércoles,9,20,18:00-23:59,Heredia,San Francisco,-84.1466,9.99984,FRENTE A SUZUKI,2,1,1,0,0
4000-229054,Colisión con motocicleta,2015,Diciembre,Sábado,5,3,00:00-05:59,Heredia,Ulloa,-84.1382063,9.969318242,RUTA 1 500 OESTE DEL COLEGIO CASTELLA,3,2,1,0,0
4000-229056,Colisión con motocicleta,2015,Diciembre,Sábado,5,3,00:00-05:59,Heredia,Ulloa,-84.13719878,9.968763869,500 OESTE DEL LICEO CATELLA,1,0,1,0,0
2015-10000016,Colisión con motocicleta,2015,Enero,Jueves,22,14,12:00-17:59,Heredia,San Francisco,-84.11145295,9.977185084,Heredia-Heredia-San Francisco CRUCE PEQUEÑO MUNDO RUTA 3,2,1,1,0,0
2015-10000018,Colisión con motocicleta,2015,Enero,Jueves,22,18,18:00-23:59,Heredia,Heredia,-84.11587331,9.998709342,Heredia-Heredia-Heredia AV 0 CALLE  1 HEREDIA,2,1,1,0,0
2015-10000020,Colisión con motocicleta,2015,Enero,Viernes,23,16,12:00-17:59,Heredia,Ulloa,-84.11456989,9.965483014,Heredia-Heredia-Ulloa SALIDA UNA LAGUNILLA,2,1,0,1,0
2015-222600008,Colisión con motocicleta,2015,Enero,Martes,13,7,06:00-11:59,Heredia,San Francisco,-84.14990624,9.990736842,Heredia-Heredia-San Francisco La Aurora 100 Norte 100 Este de Tanques de Agua,2,1,1,0,0
2015-222600024,Colisión con motocicleta,2015,Enero,Jueves,29,15,12:00-17:59,Heredia,Mercedes,-84.139673,10.00161444,Heredia-Heredia-Heredia Fte Escuela del Sur,2,1,1,0,0
2015-232500001,Colisión con motocicleta,2015,Enero,Martes,6,9,06:00-11:59,Heredia,Ulloa,-84.15605556,9.977383333,Heredia-Heredia-Ulloa Heredia-Sobre ruta 1- San José-Alajuela-Frente al Real Ca,2,1,0,1,0
2015-234800012,Colisión con motocicleta,2015,Enero,Domingo,11,16,12:00-17:59,Heredia,San Francisco,-84.1334,9.996261112,Heredia-Heredia-San Francisco RUTA TRES CRUCE DE AUTOS VEINSA,3,2,1,0,0
2015-234800018,Colisión con motocicleta,2015,Enero,Jueves,15,15,12:00-17:59,Heredia,Ulloa,-84.13523889,9.971308333,Heredia-Heredia-Ulloa CRUCE DE GASOLIINERA UNO TEXACO,2,1,1,0,0
2015-234800019,Colisión con motocicleta,2015,Enero,Jueves,15,18,18:00-23:59,Heredia,Ulloa,-84.13708056,9.978447223,Heredia-Heredia-Ulloa 40 METROS OESTE DE LA ENTRADA PRINCIPAL DE CONDOMINIO LA,2,1,0,1,0
2015-238400001,Colisión con motocicleta,2015,Enero,Viernes,2,8,06:00-11:59,Heredia,Ulloa,-84.12964333,9.968996666,Heredia-Heredia-Ulloa Ruta 106; de Cementerio Lagunilla200 metros este,2,1,1,0,0
2015-238400021,Colisión con motocicleta,2015,Enero,Jueves,15,18,18:00-23:59,Heredia,Heredia,-84.11352667,10.00184167,Heredia-Heredia-Heredia Avenida 7;calle 7 Diagonal a Hotel Balladolid,3,1,2,0,0
2015-238400032,Colisión con motocicleta,2015,Enero,Jueves,22,19,18:00-23:59,Heredia,Heredia,-84.12004167,9.99829,Heredia-Heredia-Heredia AV 2;Calle 8,2,1,1,0,0
